_id,lat,lon,area,price,num_bed,num_bath,category
ObjectId(5e5f397938c1de470fcd13b2),21.0371066,105.8259116,25.0,2750000000.00,3.0,3.0,2
ObjectId(5e5f397938c1de470fcd13b4),21.00711,105.84496999999999,45.0,3650000000.00,4.0,3.0,2
ObjectId(5e5f397938c1de470fcd13b5),21.0455902,105.81165630000001,40.0,2990000000.00,3.0,3.0,2
ObjectId(5e5f397c38c1de470fcd13b8),21.01478,105.82773,40.0,3600000000.0,3.0,3.0,2
ObjectId(5e5f397c38c1de470fcd13b9),21.055409,105.8656425,30.0,2450000000.00,3.0,3.0,2
ObjectId(5e5f397c38c1de470fcd13bb),20.99184,105.76253,78.0,2600000000.0,4.0,2.0,2
ObjectId(5e5f397c38c1de470fcd13bc),21.0371066,105.8259116,36.0,4500000000.0,3.0,3.0,2
ObjectId(5e5f397d38c1de470fcd13c0),21.00646,105.83058999999999,50.0,5700000000.0,4.0,4.0,2
ObjectId(5e5f397d38c1de470fcd13bf),20.9654,105.77004,35.0,3900000000.0,3.0,3.0,2
ObjectId(5e5f397d38c1de470fcd13c1),21.01474,105.74573999999998,42.0,1970000000.00,3.0,3.0,2
ObjectId(5e5f397d38c1de470fcd13c2),21.042373100000002,105.8248091,22.0,2850000000.00,2.0,2.0,2
ObjectId(5e5f397f38c1de470fcd13c4),21.04063,105.80306000000002,45.0,4650000000.00,4.0,3.0,2
ObjectId(5e5f397f38c1de470fcd13c5),20.99093,105.88191,60.0,2200000000.0,2.0,1.0,2
ObjectId(5e5f398138c1de470fcd13c7),21.00021,105.84556,45.0,4500000000.0,4.0,4.0,2
ObjectId(5e5f398138c1de470fcd13c8),21.047220000000003,105.74711,38.0,1900000000.0,3.0,3.0,2
ObjectId(5e5f398138c1de470fcd13c9),21.0133448,105.8318972,35.0,3150000000.00,3.0,3.0,2
ObjectId(5e5f398438c1de470fcd13d3),20.96568,105.86617,35.0,2300000000.0,4.0,3.0,2
ObjectId(5e5f398438c1de470fcd13d4),21.044975100000002,105.76226869999999,40.0,2800000000.0,4.0,4.0,2
ObjectId(5e5f398538c1de470fcd13d5),21.02169,105.79982,30.0,3400000000.0,3.0,4.0,2
ObjectId(5e5f398738c1de470fcd13d7),13.290403,108.426511,29.79,3900000000.0,4.0,3.0,2
ObjectId(5e5f398738c1de470fcd13d8),21.04609,105.79664,40.0,4600000000.0,3.0,3.0,2
ObjectId(5e5f399d38c1de470fcd140f),21.032428,105.82913470000001,32.0,4900000000.0,3.0,3.0,2
ObjectId(5e5f399f38c1de470fcd1410),20.9755354,105.8574465456738,50.0,4800000000.0,4.0,4.0,2
ObjectId(5e5f398a38c1de470fcd13dd),21.01355,105.82253,55.0,1950000000.00,2.0,2.0,2
ObjectId(5e5f39a338c1de470fcd1412),21.0144882,105.82358773627462,16.0,1980000000.00,3.0,3.0,2
ObjectId(5e5f39a338c1de470fcd1417),21.071569500000006,105.76047190713345,36.0,3300000000.0,3.0,4.0,2
ObjectId(5e5f39a338c1de470fcd1418),20.99083,105.81376000000002,42.0,4000000000,3.0,4.0,2
ObjectId(5e5f39a638c1de470fcd141d),21.029726999999998,105.79133320228829,28.0,2850000000.00,3.0,3.0,2
ObjectId(5e5f39a638c1de470fcd1422),21.0374681,105.81760179999999,32.0,3600000000.0,4.0,3.0,2
ObjectId(5e5f398d38c1de470fcd13e0),21.0399174,105.76623590000001,65.0,6000000000,4.0,4.0,2
ObjectId(5e5f398d38c1de470fcd13e1),21.0381,105.75666000000001,45.4,5600000000.0,2.0,2.0,2
ObjectId(5e5f398d38c1de470fcd13e2),21.0455902,105.81165630000001,60.0,8700000000.0,4.0,4.0,2
ObjectId(5e5f398d38c1de470fcd13e3),20.98714,105.85035,45.0,4600000000.0,3.0,4.0,2
ObjectId(5e5f398d38c1de470fcd13e4),20.98563,105.84308999999999,53.5,5000000000,4.0,4.0,2
ObjectId(5e5f39a838c1de470fcd1424),21.0303916,105.77412959999998,75.0,10800000000.0,4.0,4.0,2
