Predicted
148460836.15317822
2459237328.598092
6486340316.108182
1987180878.6280065
16714290756.102848
2412935572.392577
1640903502.765602
1766819343.3603783
2305813972.8085165
2088545021.499033
2740314037.07073
1272577036.3471565
3373191030.828046
2133877142.8104925
3057255950.494459
2580119429.5556
3221264253.1305265
2187304997.2473555
3384336143.8579206
5662779460.67718
1916317793.6351562
2686296855.727105
3465938522.6330633
4872832690.417777
1206693817.698762
5229356531.585238
2316058396.5453634
5051087577.94361
2176775592.7683783
3405149651.6997175
3230681833.8918924
2455319763.8816824
3438590575.6981106
2006803166.8037906
2316058396.5453634
2764834672.997596
2764834672.997596
4004898857.314269
2464081246.826668
5879931066.831583
1787973015.7911172
2869626361.999667
1873382166.2091637
6074510972.4177685
12021411982.407341
5088332932.697662
1415714516.0603137
1928300372.2208962
4808761033.377119
4154209978.9612255
3960168690.8182144
2179238007.4530625
4305220079.912358
1844538975.1153827
5671447827.046508
6636676387.673654
5091840960.841911
720441796.7280331
1567764404.306686
3079965262.2411222
6156010383.705331
6446564134.33175
2645127149.095829
6537366984.577067
2343017420.4043818
4084041492.0324154
3775393235.8239613
2962730860.7431974
4129258115.3214846
6382376045.124612
2467180522.2835913
481685478.11148405
5223419730.839076
3368218110.3883486
3211755495.40326
2329843260.7506
1969028557.0483599
3560735683.441025
2618351558.942293
3806276091.9503355
2260649555.6719637
1660207001.3564754
3932600211.8222675
4796810444.0834
2027844470.1447358
2925599281.240224
2844817278.0171814
8521889365.059743
2235626432.813258
2545079991.1804237
3396017500.86329
4446815592.160736
4661598251.843845
4942518061.268297
2716208611.1614847
2443252355.4809313
4138649075.459381
3309748299.8522596
3441477085.0103216
5602167005.197066
5963793812.367687
2271659216.60841
5564483732.886161
4289534881.5070105
2624208006.528205
1736637490.2550635
3076103731.6664
5623777886.789624
9774940404.052559
3506106046.576931
7092427525.123742
1497951047.7044854
2378950624.867612
9069651740.92096
3125352926.796674
2761372628.047164
2761372628.047164
5553817228.3888645
3150716001.4512386
1738078824.5173092
8506776356.716086
7634181169.800141
3611405016.885599
2748880892.2633095
1606348456.1646366
1713315811.4674115
2016849711.1517959
8785350101.76509
1640015788.3980303
4773382896.424954
10027646185.772198
2635261768.366744
5415303718.462199
5415303718.462199
2492929250.304944
2965524696.147088
3880266634.2113104
5919652527.258813
4244177090.9560785
2657242952.195655
2517242422.0428247
8194827677.503066
2252543321.623393
2509613035.205983
6262359370.829934
3354577581.52905
2627014280.506156
4043905100.3726463
2905928033.7101603
5337959165.216727
4234258890.0067625
4977713115.0334215
2392091156.6573935
2526318763.801034
2725508314.9613485
2875248250.893712
3779619243.609605
2468014036.078561
2610617098.5053377
3452460878.9559164
1867278823.1994143
6929546296.404729
1507552238.1033125
