_id,lat,lon,area,price,num_bed,num_bath,category,hospital,university,medical_supply,pharmacy,school,college,cafe,bus_station,police,bank,marketplace
ObjectId(5e5f3c3138c1de470fcd1a8d),21.0333915,105.79777360000004,48.0,4700000000.0,4.0,4.0,2,0,6,0,10,0,0,0,0,0,10,3
ObjectId(5e5f3c4338c1de470fcd1ac3),20.9968982,105.81797670000003,41.0,3000000000,3.0,3.0,2,10,3,1,10,10,3,10,10,1,10,4
ObjectId(5e5f3c4238c1de470fcd1ac0),21.043323,105.81764099999998,35.0,3100000000.0,4.0,4.0,2,10,0,3,10,9,4,10,5,2,10,4
ObjectId(5e5f3c4338c1de470fcd1ac1),21.0109194,105.81575410000004,42.0,4300000000.0,4.0,4.0,2,10,1,10,10,10,10,10,10,7,10,1
ObjectId(5e5f3c4538c1de470fcd1ad0),21.0272867,105.77407119999998,35.0,3300000000.0,3.0,4.0,2,10,0,0,10,10,9,10,10,1,7,1
ObjectId(5e5f3c4438c1de470fcd1acf),21.0076731,105.82795950000002,50.0,9800000000.0,4.0,3.0,2,10,10,2,10,10,10,10,10,3,10,4
ObjectId(5e5f3c4838c1de470fcd1ad3),20.9755388,105.78636260000007,33.0,3150000000.00,4.0,3.0,2,10,3,0,10,10,4,10,10,5,10,2
ObjectId(5e5f3c4c38c1de470fcd1ae0),21.031216399999998,105.8175337,41.0,3200000000.0,4.0,4.0,2,10,0,0,10,10,5,10,5,1,10,3
ObjectId(5e5f3c5b38c1de470fcd1b05),20.9887717,105.81803190000004,40.0,3250000000.00,3.0,3.0,2,10,0,1,10,10,0,10,2,2,1,1
ObjectId(5e5f3c4a38c1de470fcd1ad9),20.988278,105.8563362,35.0,3100000000.0,3.0,3.0,2,7,1,0,10,10,2,10,4,0,8,2
ObjectId(5e5f3c4c38c1de470fcd1ae3),20.9430331,105.71770630000003,31.0,1500000000.0,4.0,3.0,2,0,0,0,3,0,0,0,0,0,0,0
ObjectId(5e5f3c4a38c1de470fcd1ada),21.0355538,105.73933480000004,31.0,2050000000.00,3.0,3.0,2,3,0,3,0,9,0,10,0,2,1,3
ObjectId(5e5f3c4838c1de470fcd1ad2),21.041532800000002,105.77491409999992,43.0,4150000000.00,4.0,4.0,2,0,3,0,10,10,3,10,0,0,0,2
ObjectId(5e5f3c4738c1de470fcd1ad1),21.0216842,105.7906574,45.0,6000000000,4.0,4.0,2,10,0,0,0,0,0,10,5,0,0,0
ObjectId(5e5f3c4c38c1de470fcd1ade),21.0662141,105.78959080000004,60.0,5300000000.0,4.0,4.0,2,4,0,0,10,4,2,0,10,2,0,5
ObjectId(5e5f3c5338c1de470fcd1ae8),20.9968982,105.81797670000003,58.0,3500000000.0,4.0,3.0,2,0,0,1,10,10,3,0,10,1,10,4
ObjectId(5e5f3c4838c1de470fcd1ad4),21.0220022,105.80407960000002,33.0,3300000000.0,3.0,4.0,2,10,0,0,0,0,0,0,0,0,10,0
ObjectId(5e5f3c5338c1de470fcd1aed),20.9967101,105.82542940000008,66.0,5450000000.00,4.0,3.0,2,10,1,2,10,0,0,0,7,7,10,4
ObjectId(5e5f3c5038c1de470fcd1ae6),21.027964,105.8510132,50.0,6200000000.0,4.0,4.0,2,0,0,0,0,0,4,10,10,10,10,1
ObjectId(5e5f3c5938c1de470fcd1afa),20.9718128,105.77989130000003,35.0,3370000000.00,4.0,4.0,2,10,0,0,10,10,4,10,10,10,10,8
ObjectId(5e5f3c5438c1de470fcd1af5),21.007131100000002,105.81005789999996,86.0,16900000000.0,4.0,4.0,2,10,0,2,10,10,3,10,10,0,10,2
ObjectId(5e5f3c4a38c1de470fcd1ad7),21.0005603,105.8029176,55.0,5900000000.0,4.0,4.0,2,10,3,1,10,0,4,0,10,1,10,2
ObjectId(5e5f3c4c38c1de470fcd1ae2),20.9995402,105.82077559999992,73.0,6200000000.0,4.0,4.0,2,10,0,0,10,10,2,0,0,0,10,0
ObjectId(5e5f3c5338c1de470fcd1aea),21.0353362,105.8238927,47.0,5200000000.0,4.0,3.0,2,10,0,0,10,10,1,0,2,2,0,0
ObjectId(5e5f3c5038c1de470fcd1ae5),21.007032100000004,105.81020710000007,40.0,3900000000.0,4.0,3.0,2,0,0,2,0,10,3,10,0,0,0,2
ObjectId(5e5f3c5938c1de470fcd1afd),20.9995402,105.82077559999992,33.0,2900000000.0,4.0,3.0,2,0,0,0,10,10,2,10,10,5,10,4
ObjectId(5e5f3c5b38c1de470fcd1b04),21.0099881,105.80464519999998,33.0,3300000000.0,4.0,4.0,2,10,2,0,10,10,7,10,10,1,10,2
ObjectId(5e5f3c4a38c1de470fcd1ad8),21.013837,105.8068359,39.4,8800000000.0,3.0,3.0,2,10,4,1,10,0,5,10,0,0,0,0
ObjectId(5e5f3c5338c1de470fcd1aee),21.0372235,105.82048199999996,30.0,2500000000.0,3.0,3.0,2,10,3,0,10,0,0,10,0,0,10,3
ObjectId(5e5f3c5338c1de470fcd1aec),21.031216399999998,105.8175337,40.0,2700000000.0,4.0,4.0,2,10,0,0,10,10,5,10,5,1,10,3
ObjectId(5e5f3c5b38c1de470fcd1b08),21.004870999999998,105.838343,33.0,3550000000.0,3.0,4.0,2,10,8,10,10,10,1,0,10,3,10,2
ObjectId(5e5f3c5638c1de470fcd1af8),21.0204032,105.82154240000001,35.0,4400000000.0,4.0,4.0,2,10,7,2,0,10,4,10,10,2,0,7
ObjectId(5e5f3c5338c1de470fcd1ae9),21.000814300000002,105.85178139999994,50.0,4200000000.0,4.0,4.0,2,10,9,0,10,10,2,10,10,4,10,2
ObjectId(5e5f3c5438c1de470fcd1af3),20.9968982,105.81797670000003,53.0,5000000000,4.0,3.0,2,10,3,1,10,10,3,10,10,1,10,4
ObjectId(5e5f3c5e38c1de470fcd1b0d),21.0167633,105.83130949999996,50.0,4900000000.0,4.0,4.0,2,10,0,4,10,10,10,10,10,6,10,1
ObjectId(5e5f3c7938c1de470fcd1b54),20.9741056,105.77755419999994,34.0,3000000000,3.0,3.0,2,10,1,0,10,10,4,10,6,7,10,4
ObjectId(5e5f3c7038c1de470fcd1b3e),20.9995426,105.81849699999998,46.0,2800000000.0,4.0,4.0,2,10,2,0,10,10,4,10,10,1,10,4
ObjectId(5e5f3c6938c1de470fcd1b24),21.022900699999997,105.80087660000004,46.0,5900000000.0,4.0,4.0,2,10,1,1,10,10,1,10,9,2,10,5
ObjectId(5e5f3c6238c1de470fcd1b16),21.070030600000003,105.82613919999994,38.0,4000000000,3.0,4.0,2,7,0,0,10,10,0,10,0,3,0,6
ObjectId(5e5f3c5d38c1de470fcd1b0a),20.988278,105.8563362,32.0,2750000000.00,4.0,4.0,2,7,1,0,10,10,2,10,4,0,8,0
ObjectId(5e5f3c6338c1de470fcd1b19),21.0225664,105.80961750000006,40.0,4750000000.00,4.0,4.0,2,0,10,0,0,0,0,0,0,0,0,0
ObjectId(5e5f3c6938c1de470fcd1b25),20.9807472,105.77881320000006,50.0,5000000000,4.0,3.0,2,0,0,0,10,0,1,0,0,0,0,0
ObjectId(5e5f3c6238c1de470fcd1b13),21.041917899999998,105.82096150000008,40.0,3800000000.0,4.0,4.0,2,10,0,0,10,0,0,10,5,0,0,0
ObjectId(5e5f3c6338c1de470fcd1b1a),21.0053964,105.85691930000007,56.0,3950000000.00,4.0,4.0,2,0,0,0,10,0,0,0,0,0,0,0
ObjectId(5e5f3c6938c1de470fcd1b2c),21.027964,105.8510132,40.0,2500000000.0,4.0,4.0,2,10,0,1,10,5,4,10,10,10,10,1
ObjectId(5e5f3c7038c1de470fcd1b37),20.983224399999997,105.88706599999999,36.0,1900000000.0,3.0,3.0,2,2,2,0,10,5,2,10,3,1,4,1
ObjectId(5e5f3c7838c1de470fcd1b4e),20.9985084,105.80940729999998,38.0,3300000000.0,4.0,3.0,2,0,0,0,0,10,9,10,6,0,0,0
ObjectId(5e5f3c7938c1de470fcd1b52),21.0353995,105.80415779999998,32.0,2950000000.00,4.0,3.0,2,10,7,0,0,10,1,0,8,0,10,0
ObjectId(5e5f3c6638c1de470fcd1b22),21.027964,105.8510132,57.0,5700000000.0,4.0,4.0,2,0,0,0,0,0,4,0,0,10,0,1
ObjectId(5e5f3c6c38c1de470fcd1b32),21.027964,105.8510132,43.0,3950000000.00,3.0,3.0,2,10,0,1,10,5,4,10,10,10,10,1
ObjectId(5e5f3c7038c1de470fcd1b3a),21.0379862,105.77373450000003,40.0,4100000000.0,4.0,4.0,2,7,5,0,0,0,0,0,0,0,0,0
ObjectId(5e5f3c7838c1de470fcd1b51),21.0076731,105.82795950000002,55.0,12800000000.0,4.0,4.0,2,10,10,0,0,10,0,10,10,0,10,4
ObjectId(5e5f3c6638c1de470fcd1b21),21.027964,105.8510132,45.0,5500000000.0,4.0,4.0,2,10,0,1,10,5,4,10,10,10,10,1
ObjectId(5e5f3c6638c1de470fcd1b23),21.0309421,105.78391069999998,33.0,3300000000.0,4.0,4.0,2,7,2,0,0,0,0,0,10,0,0,0
ObjectId(5e5f3c6938c1de470fcd1b26),21.027964,105.8510132,37.0,2200000000.0,4.0,3.0,2,10,0,1,10,5,4,10,10,0,10,1
ObjectId(5e5f3c8038c1de470fcd1b63),20.9339771,105.80027769999992,32.0,1400000000.0,3.0,2.0,2,0,0,4,0,6,1,10,0,0,0,0
ObjectId(5e5f3c8438c1de470fcd1b6b),21.04937270886668,105.72101783356017,40.0,1750000000.00,1.0,1.0,2,0,0,0,10,8,0,7,0,0,0,2
ObjectId(5e5f3c6238c1de470fcd1b14),21.009970499999998,105.83117160000006,38.0,3400000000.0,4.0,3.0,2,0,6,1,10,10,0,0,10,6,10,5
ObjectId(5e5f3c8338c1de470fcd1b6a),21.043323,105.81764099999998,32.0,4100000000.0,3.0,3.0,2,10,0,3,10,9,4,10,5,2,10,4
ObjectId(5e5f3c7838c1de470fcd1b4b),20.9887717,105.81803190000004,40.0,2800000000.0,4.0,2.0,2,10,0,1,10,0,0,0,2,0,0,0
ObjectId(5e5f3c6338c1de470fcd1b1c),21.070030600000003,105.82613919999994,70.0,5000000000,3.0,3.0,2,7,0,0,10,10,1,10,7,0,4,6
ObjectId(5e5f3c6938c1de470fcd1b2a),21.0195075,105.80576910000002,40.0,4300000000.0,4.0,4.0,2,10,0,0,10,0,7,0,10,2,10,4
ObjectId(5e5f3c7038c1de470fcd1b3c),21.051660000000002,105.81006409999998,34.0,3100000000.0,3.0,4.0,2,0,0,2,10,10,1,10,5,7,10,2
ObjectId(5e5f3c7038c1de470fcd1b39),20.990812283987434,105.85391148305052,31.0,3050000000.00,4.0,4.0,2,5,2,0,10,9,1,0,0,0,2,2
ObjectId(5e5f3c7038c1de470fcd1b3b),21.035363,105.81928590000008,36.0,3400000000.0,4.0,4.0,2,10,3,0,0,10,3,10,0,2,10,3
ObjectId(5e5f3c7c38c1de470fcd1b56),20.9833137,105.83590750000008,58.0,4000000000,4.0,4.0,2,10,3,0,10,0,0,10,0,0,10,3
ObjectId(5e5f3c9238c1de470fcd1b97),21.051660000000002,105.81006409999998,30.0,3100000000.0,4.0,4.0,2,10,0,2,10,0,1,10,5,7,10,2
ObjectId(5e5f3c8738c1de470fcd1b75),21.034735100000002,105.7998265,57.0,5700000000.0,4.0,3.0,2,0,0,0,0,0,2,0,0,0,0,3
ObjectId(5e5f3c8738c1de470fcd1b79),21.043949127197266,105.79937744140624,85.0,14500000000.0,4.0,4.0,2,0,5,0,0,10,0,0,0,0,0,3
ObjectId(5e5f3c9c38c1de470fcd1bad),21.0501267,105.80469199999992,50.0,6200000000.0,4.0,4.0,2,10,1,0,10,7,1,10,6,5,10,4
ObjectId(5e5f3c7e38c1de470fcd1b5e),20.9784854,105.79677109999999,40.0,4250000000.00,4.0,4.0,2,8,2,0,10,10,1,10,0,7,10,5
ObjectId(5e5f3c9e38c1de470fcd1bb5),21.0450408,105.79217960000004,50.0,1450000000.00,1.0,2.0,2,10,6,0,10,10,1,10,7,0,10,3
ObjectId(5e5f3c8038c1de470fcd1b64),20.9835697,105.77225959999998,38.0,2100000000.0,4.0,3.0,2,3,0,0,10,8,0,10,10,1,6,4
ObjectId(5e5f3c9c38c1de470fcd1bb3),21.0025637,105.86177270000007,40.0,2850000000.00,4.0,4.0,2,10,0,1,10,10,0,10,8,6,10,3
ObjectId(5e5f3c7038c1de470fcd1b38),21.0161795,105.82860260000008,65.0,5300000000.0,4.0,4.0,2,10,0,2,10,10,10,10,10,8,10,2
ObjectId(5e5f3c7238c1de470fcd1b40),21.04102,105.8120546,43.0,8300000000.0,4.0,4.0,2,0,3,0,10,10,0,10,3,0,0,3
ObjectId(5e5f3c8038c1de470fcd1b62),21.013837,105.8068359,95.0,17000000000,4.0,4.0,2,10,4,1,10,10,5,10,9,1,10,4
ObjectId(5e5f3c7438c1de470fcd1b45),20.9995402,105.82077559999992,32.0,2900000000.0,4.0,2.0,2,0,0,0,0,10,2,10,10,5,10,0
ObjectId(5e5f3c8038c1de470fcd1b65),21.000814300000002,105.85178139999994,50.0,4000000000,4.0,4.0,2,10,9,0,10,10,2,10,10,4,10,2
ObjectId(5e5f3c7038c1de470fcd1b3d),21.009970499999998,105.83117160000006,46.0,3400000000.0,4.0,4.0,2,10,6,1,10,10,9,10,10,6,10,0
ObjectId(5e5f3c7438c1de470fcd1b44),20.99249471972686,105.78866243362428,41.0,2850000000.00,4.0,4.0,2,0,3,0,0,10,1,10,7,2,0,0
ObjectId(5e5f3c7e38c1de470fcd1b5d),20.9339771,105.80027769999992,30.0,570000000,2.0,2.0,2,0,0,4,8,6,1,10,0,0,0,0
ObjectId(5e5f3c7438c1de470fcd1b47),20.996315300000003,105.83049749999998,45.0,3500000000.0,4.0,4.0,2,0,0,0,10,10,0,10,9,7,10,0
ObjectId(5e5f3c8738c1de470fcd1b6f),20.9967101,105.82542940000008,38.0,3500000000.0,4.0,4.0,2,10,1,2,10,0,0,10,7,7,10,0
ObjectId(5e5f3c7e38c1de470fcd1b60),20.9640699,105.7622176,33.0,1950000000.00,4.0,4.0,2,10,1,4,10,8,0,10,10,3,0,2
ObjectId(5e5f3c7838c1de470fcd1b4a),21.056677399999998,105.8957567,41.0,2350000000.00,4.0,4.0,2,10,0,0,0,0,0,10,2,0,0,3
ObjectId(5e5f3c7238c1de470fcd1b41),21.028564499999998,105.79950970000004,35.0,3000000000,3.0,3.0,2,10,5,0,10,10,1,10,0,7,1,0
ObjectId(5e5f3c9538c1de470fcd1b9f),21.0445251,105.78600310000002,53.0,7600000000.0,4.0,4.0,2,10,8,0,10,10,0,10,10,1,10,3
ObjectId(5e5f3c7838c1de470fcd1b49),21.008537,105.861,83.0,9450000000.00,4.0,4.0,2,0,1,0,0,10,0,0,0,0,10,0
ObjectId(5e5f3c7e38c1de470fcd1b5b),21.024236600000002,105.82687520000002,38.0,4000000000,4.0,4.0,2,10,9,0,10,10,1,10,10,3,10,2
ObjectId(5e5f3c7c38c1de470fcd1b58),21.0145487,105.82123209999996,36.0,3600000000.0,4.0,3.0,2,0,0,1,10,10,5,10,10,9,10,2
ObjectId(5e5f3c7938c1de470fcd1b53),21.0025637,105.86177270000007,84.0,9450000000.00,4.0,4.0,2,0,0,1,10,10,0,0,0,0,0,0
ObjectId(5e5f3c9038c1de470fcd1b90),21.000814300000002,105.85178139999994,14.0,680000000,2.0,3.0,2,10,9,0,10,10,2,0,10,0,10,2
ObjectId(5e5f3c9238c1de470fcd1b94),20.999615300000002,105.80812240000002,45.0,4300000000.0,4.0,3.0,2,10,10,1,10,0,7,10,5,0,10,0
ObjectId(5e5f3cb738c1de470fcd1bee),20.974130399999996,105.78977099999996,33.0,2800000000.0,4.0,3.0,2,10,2,0,10,10,3,10,8,2,10,2
ObjectId(5e5f3c8038c1de470fcd1b66),21.0145487,105.82123209999996,46.0,3600000000.0,4.0,4.0,2,10,0,1,10,0,5,10,10,9,10,2
ObjectId(5e5f3c8738c1de470fcd1b76),21.0434599,105.82112059999996,40.0,4100000000.0,4.0,4.0,2,0,0,0,10,0,3,0,5,0,0,3
ObjectId(5e5f3c8738c1de470fcd1b71),21.0713783,105.79539469999996,72.0,12000000000,4.0,4.0,2,8,1,0,10,10,0,10,0,3,7,4
ObjectId(5e5f3cb538c1de470fcd1bea),21.0022207,105.85081190000004,40.0,4000000000,4.0,4.0,2,10,10,0,10,10,5,10,10,4,10,0
ObjectId(5e5f3c8738c1de470fcd1b74),21.0252409,105.82757349999996,40.0,3450000000.00,3.0,4.0,2,10,8,1,10,10,2,10,9,0,10,2
ObjectId(5e5f3c9538c1de470fcd1b9e),21.0304521,105.77591389999998,40.0,3100000000.0,4.0,4.0,2,10,1,0,10,0,9,10,0,0,10,8
ObjectId(5e5f3cb338c1de470fcd1be0),21.0298066,105.76907959999994,58.0,4400000000.0,4.0,4.0,2,0,2,2,10,10,0,0,8,0,0,1
ObjectId(5e5f3c8738c1de470fcd1b7a),21.0101531,105.7988345,55.0,8200000000.0,4.0,4.0,2,0,3,0,10,10,0,10,7,0,0,2
ObjectId(5e5f3c9238c1de470fcd1b93),21.0141303,105.79053840000006,60.0,13950000000.00,4.0,4.0,2,6,4,0,8,10,1,10,10,0,7,3
ObjectId(5e5f3c9a38c1de470fcd1ba4),20.9851185,105.84354610000004,45.0,4300000000.0,4.0,4.0,2,10,4,0,10,10,0,0,9,5,10,1
ObjectId(5e5f3cbb38c1de470fcd1bf3),21.0213861,105.77886999999998,45.0,3000000000,4.0,3.0,2,0,0,0,0,0,0,10,0,0,8,0
ObjectId(5e5f3c8438c1de470fcd1b6c),21.011329650878906,105.8044662475586,85.0,12300000000.0,4.0,4.0,2,0,2,0,10,10,7,10,10,0,0,0
ObjectId(5e5f3c9538c1de470fcd1ba0),20.975966419819947,105.82453890160524,42.0,2850000000.00,3.0,3.0,2,7,1,1,10,6,2,10,6,2,0,1
ObjectId(5e5f3c9538c1de470fcd1b9d),21.041917899999998,105.82096150000008,40.0,4600000000.0,4.0,4.0,2,10,0,1,10,10,4,10,5,1,10,3
ObjectId(5e5f3cac38c1de470fcd1bd6),20.9835697,105.77225959999998,35.0,2150000000.00,3.0,4.0,2,3,0,0,10,8,0,10,10,1,6,4
ObjectId(5e5f3c8d38c1de470fcd1b82),21.041532800000002,105.77491409999992,36.0,3800000000.0,4.0,4.0,2,0,3,0,10,10,3,10,7,0,9,2
